s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW,mol/mol,Pa,m,C,C,m,C,C,m,C,C
Time,T1,T2,T3,T5,T9,T10,T11,rk_x075_z020,rk_x075_z035,rk_x075_z050,rk_x075_z070,rk_x075_z100,rk_x090_z020,rk_x090_z035,rk_x090_z050,rk_x090_z070,rk_x090_z100,rk_x105_z020,rk_x105_z035,rk_x105_z050,rk_x105_z070,rk_x105_z100,rk_x120_z020,rk_x120_z035,rk_x120_z050,rk_x120_z070,rk_x120_z100,rk_x135_z020,rk_x135_z035,rk_x135_z050,rk_x135_z070,rk_x135_z100,rk_x150_z020,rk_x150_z035,rk_x150_z050,rk_x150_z070,rk_x150_z100,Tmax_core,Tmax_T1cell,HRR,O2_room,p_box,zint_fire,Tupp_fire,Tlow_fire,zint_mid,Tupp_mid,Tlow_mid,zint_door,Tupp_door,Tlow_door
 3.20002E+002, 2.58507E+001, 2.76782E+001, 4.13695E+001, 3.05768E+001, 2.50236E+001, 2.54432E+001, 2.70831E+001, 8.02134E+001, 6.28407E+001, 5.75317E+001, 5.79725E+001, 6.01043E+001, 1.89289E+002, 1.44297E+002, 1.10042E+002, 8.91440E+001, 6.77686E+001, 3.33621E+001, 2.88980E+001, 2.93805E+001, 2.90858E+001, 2.96711E+001, 2.56094E+001, 2.57089E+001, 2.58507E+001, 2.59631E+001, 2.62097E+001, 2.55454E+001, 2.56622E+001, 2.58079E+001, 2.59171E+001, 2.61615E+001, 2.54922E+001, 2.56369E+001, 2.57769E+001, 2.58846E+001, 2.61248E+001, 3.23602E+002, 1.81485E+002, 3.78799E-002, 2.01276E-001, 3.72335E+002, 2.30000E-001, 2.62994E+001, 2.62994E+001, 1.15305E-001, 2.89013E+001, 2.51537E+001, 8.00568E-002, 2.73927E+001, 2.50334E+001
 3.21001E+002, 2.58528E+001, 2.76911E+001, 4.18067E+001, 3.06957E+001, 2.50239E+001, 2.53522E+001, 2.68620E+001, 8.05525E+001, 6.10556E+001, 5.84247E+001, 6.01197E+001, 6.10120E+001, 1.87415E+002, 1.42632E+002, 1.06145E+002, 8.57189E+001, 6.62667E+001, 3.38630E+001, 2.91733E+001, 2.97181E+001, 3.00022E+001, 2.86672E+001, 2.56058E+001, 2.57022E+001, 2.58528E+001, 2.59649E+001, 2.61720E+001, 2.55429E+001, 2.56552E+001, 2.58024E+001, 2.59110E+001, 2.61407E+001, 2.54888E+001, 2.56313E+001, 2.57717E+001, 2.58778E+001, 2.61078E+001, 3.23202E+002, 1.82337E+002, 3.78803E-002, 2.01294E-001, 3.72770E+002, 2.30000E-001, 2.62975E+001, 2.62975E+001, 1.16743E-001, 2.89132E+001, 2.51538E+001, 7.69002E-002, 2.73274E+001, 2.50336E+001
 3.22001E+002, 2.58388E+001, 2.77318E+001, 4.09487E+001, 3.09933E+001, 2.50246E+001, 2.55477E+001, 2.68559E+001, 7.95575E+001, 6.21463E+001, 5.73229E+001, 5.89759E+001, 6.28415E+001, 1.88578E+002, 1.44139E+002, 1.07046E+002, 8.52804E+001, 6.54856E+001, 3.37294E+001, 2.92063E+001, 2.91890E+001, 2.96635E+001, 2.89006E+001, 2.56035E+001, 2.56949E+001, 2.58388E+001, 2.59622E+001, 2.61724E+001, 2.55387E+001, 2.56495E+001, 2.57982E+001, 2.59060E+001, 2.61329E+001, 2.54852E+001, 2.56279E+001, 2.57691E+001, 2.58740E+001, 2.61060E+001, 3.23123E+002, 1.82335E+002, 3.78933E-002, 2.01244E-001, 3.73249E+002, 2.30000E-001, 2.63014E+001, 2.63014E+001, 1.17719E-001, 2.89420E+001, 2.51540E+001, 7.58171E-002, 2.76344E+001, 2.50341E+001
 3.23001E+002, 2.58348E+001, 2.78853E+001, 4.11894E+001, 3.03566E+001, 2.50254E+001, 2.60776E+001, 2.69455E+001, 8.09181E+001, 6.17342E+001, 5.89567E+001, 5.98760E+001, 6.19127E+001, 1.85529E+002, 1.41890E+002, 1.06369E+002, 8.54698E+001, 6.72099E+001, 3.31050E+001, 2.92506E+001, 2.87951E+001, 2.90187E+001, 2.99113E+001, 2.55996E+001, 2.56905E+001, 2.58348E+001, 2.59497E+001, 2.62103E+001, 2.55377E+001, 2.56470E+001, 2.57976E+001, 2.59045E+001, 2.61404E+001, 2.54854E+001, 2.56289E+001, 2.57705E+001, 2.58740E+001, 2.61118E+001, 3.22580E+002, 1.79767E+002, 3.78951E-002, 2.01144E-001, 3.73803E+002, 2.30000E-001, 2.63027E+001, 2.63027E+001, 1.15289E-001, 2.88337E+001, 2.51545E+001, 7.56338E-002, 2.74199E+001, 2.50347E+001
 3.24002E+002, 2.58651E+001, 2.77045E+001, 4.13943E+001, 3.09338E+001, 2.50259E+001, 2.59843E+001, 2.71470E+001, 8.02422E+001, 6.24648E+001, 5.79747E+001, 6.02299E+001, 6.32583E+001, 1.88381E+002, 1.39415E+002, 1.04931E+002, 8.21915E+001, 6.26788E+001, 3.37095E+001, 2.98087E+001, 3.00190E+001, 3.02982E+001, 3.08585E+001, 2.56014E+001, 2.56983E+001, 2.58651E+001, 2.59763E+001, 2.61919E+001, 2.55403E+001, 2.56533E+001, 2.58043E+001, 2.59091E+001, 2.61390E+001, 2.54903E+001, 2.56358E+001, 2.57757E+001, 2.58783E+001, 2.61116E+001, 3.27051E+002, 1.80920E+002, 3.78722E-002, 2.01114E-001, 3.74328E+002, 2.30000E-001, 2.62979E+001, 2.62979E+001, 1.16969E-001, 2.89623E+001, 2.51549E+001, 7.80415E-002, 2.72480E+001, 2.50349E+001
 3.25000E+002, 2.58616E+001, 2.76435E+001, 4.11857E+001, 3.00868E+001, 2.50262E+001, 2.55185E+001, 2.73265E+001, 8.00938E+001, 6.16886E+001, 5.91155E+001, 6.04240E+001, 6.20369E+001, 1.87984E+002, 1.42857E+002, 1.07996E+002, 8.68694E+001, 6.40252E+001, 3.37000E+001, 2.90137E+001, 2.98723E+001, 3.03284E+001, 3.08615E+001, 2.56080E+001, 2.57072E+001, 2.58616E+001, 2.59846E+001, 2.62938E+001, 2.55468E+001, 2.56621E+001, 2.58124E+001, 2.59171E+001, 2.61518E+001, 2.54980E+001, 2.56471E+001, 2.57841E+001, 2.58859E+001, 2.61180E+001, 3.24578E+002, 1.81273E+002, 3.78875E-002, 2.01102E-001, 3.74901E+002, 2.30000E-001, 2.63036E+001, 2.63036E+001, 1.14270E-001, 2.88228E+001, 2.51554E+001, 8.21022E-002, 2.71418E+001, 2.50349E+001
 3.26002E+002, 2.58627E+001, 2.76930E+001, 4.05972E+001, 2.97874E+001, 2.50266E+001, 2.55188E+001, 2.75525E+001, 8.05240E+001, 6.25176E+001, 5.88817E+001, 6.11370E+001, 6.38128E+001, 1.84548E+002, 1.38377E+002, 1.03075E+002, 8.19711E+001, 6.31526E+001, 3.34362E+001, 2.93287E+001, 2.98161E+001, 2.92021E+001, 2.96890E+001, 2.56115E+001, 2.57170E+001, 2.58627E+001, 2.59647E+001, 2.62399E+001, 2.55542E+001, 2.56718E+001, 2.58193E+001, 2.59215E+001, 2.61550E+001, 2.55051E+001, 2.56561E+001, 2.57917E+001, 2.58919E+001, 2.61237E+001, 3.23264E+002, 1.81618E+002, 3.78895E-002, 2.01088E-001, 3.75471E+002, 2.30000E-001, 2.63058E+001, 2.63058E+001, 1.12788E-001, 2.87674E+001, 2.51559E+001, 8.12592E-002, 2.72763E+001, 2.50351E+001
 3.27002E+002, 2.58888E+001, 2.76234E+001, 4.09524E+001, 3.05262E+001, 2.50268E+001, 2.62293E+001, 2.71054E+001, 7.99573E+001, 6.12492E+001, 5.77883E+001, 5.90542E+001, 6.18245E+001, 1.84540E+002, 1.39866E+002, 1.04089E+002, 8.35742E+001, 6.17268E+001, 3.43825E+001, 2.94161E+001, 3.01208E+001, 3.05578E+001, 2.92598E+001, 2.56206E+001, 2.57312E+001, 2.58888E+001, 2.59885E+001, 2.62307E+001, 2.55588E+001, 2.56840E+001, 2.58280E+001, 2.59279E+001, 2.61640E+001, 2.55098E+001, 2.56621E+001, 2.57963E+001, 2.58955E+001, 2.61313E+001, 3.23700E+002, 1.80678E+002, 3.78987E-002, 2.01084E-001, 3.75931E+002, 2.30000E-001, 2.63045E+001, 2.63045E+001, 1.14615E-001, 2.88929E+001, 2.51564E+001, 8.21181E-002, 2.75841E+001, 2.50351E+001
 3.28001E+002, 2.58858E+001, 2.77214E+001, 4.09993E+001, 3.03342E+001, 2.50270E+001, 2.63068E+001, 2.70713E+001, 8.01076E+001, 6.12258E+001, 5.77924E+001, 5.93315E+001, 6.18139E+001, 1.85839E+002, 1.40066E+002, 1.06058E+002, 8.51154E+001, 6.57132E+001, 3.38892E+001, 2.93061E+001, 2.92284E+001, 3.09602E+001, 3.04247E+001, 2.56231E+001, 2.57296E+001, 2.58858E+001, 2.60206E+001, 2.62970E+001, 2.55603E+001, 2.56844E+001, 2.58279E+001, 2.59314E+001, 2.61736E+001, 2.55094E+001, 2.56612E+001, 2.57960E+001, 2.58962E+001, 2.61372E+001, 3.23526E+002, 1.81131E+002, 3.78864E-002, 2.01103E-001, 3.76431E+002, 2.30000E-001, 2.63033E+001, 2.63033E+001, 1.13114E-001, 2.87592E+001, 2.51568E+001, 7.37902E-002, 2.74688E+001, 2.50351E+001
 3.29001E+002, 2.58670E+001, 2.80382E+001, 4.08012E+001, 3.02358E+001, 2.50270E+001, 2.59600E+001, 2.72219E+001, 7.85906E+001, 6.20909E+001, 5.88031E+001, 5.94997E+001, 6.08603E+001, 1.86528E+002, 1.39290E+002, 1.03335E+002, 8.33476E+001, 6.32150E+001, 3.35277E+001, 2.88659E+001, 2.93540E+001, 2.96148E+001, 2.95889E+001, 2.56166E+001, 2.57226E+001, 2.58670E+001, 2.59739E+001, 2.62103E+001, 2.55567E+001, 2.56789E+001, 2.58227E+001, 2.59259E+001, 2.61599E+001, 2.55035E+001, 2.56550E+001, 2.57923E+001, 2.58947E+001, 2.61334E+001, 3.24080E+002, 1.80037E+002, 3.78908E-002, 2.01157E-001, 3.76854E+002, 2.30000E-001, 2.63079E+001, 2.63079E+001, 1.14302E-001, 2.87657E+001, 2.51571E+001, 7.18226E-002, 2.76664E+001, 2.50353E+001
 3.30002E+002, 2.58695E+001, 2.76661E+001, 4.17482E+001, 3.02752E+001, 2.50270E+001, 2.57741E+001, 2.69722E+001, 7.94992E+001, 5.97317E+001, 5.79772E+001, 6.07494E+001, 6.17332E+001, 1.86446E+002, 1.40320E+002, 1.03285E+002, 8.25344E+001, 6.27286E+001, 3.43490E+001, 2.93333E+001, 2.97259E+001, 3.02631E+001, 3.03497E+001, 2.56129E+001, 2.57176E+001, 2.58695E+001, 2.59873E+001, 2.62518E+001, 2.55510E+001, 2.56726E+001, 2.58197E+001, 2.59246E+001, 2.61590E+001, 2.54972E+001, 2.56481E+001, 2.57888E+001, 2.58924E+001, 2.61260E+001, 3.23384E+002, 1.82171E+002, 3.78885E-002, 2.01169E-001, 3.77266E+002, 2.30000E-001, 2.63050E+001, 2.63050E+001, 1.14408E-001, 2.87947E+001, 2.51572E+001, 7.94653E-002, 2.76204E+001, 2.50355E+001
 3.31000E+002, 2.58565E+001, 2.76899E+001, 4.03094E+001, 3.07551E+001, 2.50271E+001, 2.55468E+001, 2.71818E+001, 7.94068E+001, 6.19901E+001, 5.78964E+001, 5.92476E+001, 6.30978E+001, 1.87041E+002, 1.42470E+002, 1.06176E+002, 8.49286E+001, 6.46590E+001, 3.35377E+001, 2.91635E+001, 2.92130E+001, 2.94678E+001, 2.98956E+001, 2.56103E+001, 2.57111E+001, 2.58565E+001, 2.59753E+001, 2.62095E+001, 2.55467E+001, 2.56665E+001, 2.58148E+001, 2.59212E+001, 2.61482E+001, 2.54925E+001, 2.56415E+001, 2.57849E+001, 2.58894E+001, 2.61219E+001, 3.25796E+002, 1.83240E+002, 3.78946E-002, 2.01164E-001, 3.77841E+002, 2.30000E-001, 2.63068E+001, 2.63068E+001, 1.15878E-001, 2.89452E+001, 2.51576E+001, 8.29027E-002, 2.76982E+001, 2.50360E+001
 3.32000E+002, 2.58646E+001, 2.76177E+001, 4.14179E+001, 3.01840E+001, 2.50272E+001, 2.55267E+001, 2.73876E+001, 7.89915E+001, 6.03283E+001, 5.94207E+001, 6.12246E+001, 6.21962E+001, 1.83666E+002, 1.38301E+002, 1.02441E+002, 8.12489E+001, 6.26831E+001, 3.33124E+001, 2.91900E+001, 2.91705E+001, 2.98292E+001, 2.98021E+001, 2.56019E+001, 2.57064E+001, 2.58646E+001, 2.59784E+001, 2.62032E+001, 2.55436E+001, 2.56625E+001, 2.58154E+001, 2.59216E+001, 2.61491E+001, 2.54890E+001, 2.56361E+001, 2.57829E+001, 2.58883E+001, 2.61217E+001, 3.23149E+002, 1.79379E+002, 3.78886E-002, 2.01220E-001, 3.78475E+002, 2.30000E-001, 2.63000E+001, 2.63000E+001, 1.16000E-001, 2.88998E+001, 2.51582E+001, 7.62925E-002, 2.75358E+001, 2.50366E+001
 3.33001E+002, 2.58688E+001, 2.76625E+001, 4.09285E+001, 3.02773E+001, 2.50271E+001, 2.58802E+001, 2.68961E+001, 7.92624E+001, 6.16231E+001, 5.77325E+001, 6.01793E+001, 6.34570E+001, 1.88678E+002, 1.40445E+002, 1.04461E+002, 8.20714E+001, 6.20977E+001, 3.35113E+001, 2.96522E+001, 2.95229E+001, 2.94277E+001, 3.09027E+001, 2.56007E+001, 2.57043E+001, 2.58688E+001, 2.59798E+001, 2.62528E+001, 2.55401E+001, 2.56576E+001, 2.58170E+001, 2.59244E+001, 2.61643E+001, 2.54855E+001, 2.56326E+001, 2.57837E+001, 2.58911E+001, 2.61351E+001, 3.27016E+002, 1.79682E+002, 3.78850E-002, 2.01247E-001, 3.78990E+002, 2.30000E-001, 2.63041E+001, 2.63041E+001, 1.16354E-001, 2.88444E+001, 2.51587E+001, 7.54922E-002, 2.71854E+001, 2.50365E+001
 3.34002E+002, 2.58865E+001, 2.77397E+001, 4.06782E+001, 3.04321E+001, 2.50270E+001, 2.60792E+001, 2.73602E+001, 7.83495E+001, 6.14882E+001, 6.02141E+001, 6.20869E+001, 6.36595E+001, 1.86100E+002, 1.36825E+002, 1.03084E+002, 8.20205E+001, 6.18152E+001, 3.31430E+001, 2.92490E+001, 3.01188E+001, 3.00905E+001, 3.02710E+001, 2.55967E+001, 2.57055E+001, 2.58865E+001, 2.59970E+001, 2.62295E+001, 2.55390E+001, 2.56575E+001, 2.58221E+001, 2.59301E+001, 2.61732E+001, 2.54853E+001, 2.56340E+001, 2.57869E+001, 2.58958E+001, 2.61464E+001, 3.24864E+002, 1.80157E+002, 3.78855E-002, 2.01171E-001, 3.79419E+002, 2.30000E-001, 2.62960E+001, 2.62960E+001, 1.16530E-001, 2.88819E+001, 2.51592E+001, 8.15939E-002, 2.72075E+001, 2.50362E+001
 3.35001E+002, 2.58700E+001, 2.77834E+001, 4.11636E+001, 3.05728E+001, 2.50269E+001, 2.58958E+001, 2.70665E+001, 7.89955E+001, 6.13037E+001, 5.85470E+001, 6.08875E+001, 6.36213E+001, 1.87101E+002, 1.39334E+002, 1.03418E+002, 8.24217E+001, 6.22968E+001, 3.31629E+001, 2.85988E+001, 2.92337E+001, 2.90679E+001, 2.89038E+001, 2.55983E+001, 2.57050E+001, 2.58700E+001, 2.59788E+001, 2.62499E+001, 2.55417E+001, 2.56589E+001, 2.58236E+001, 2.59328E+001, 2.61820E+001, 2.54908E+001, 2.56397E+001, 2.57908E+001, 2.58993E+001, 2.61514E+001, 3.23462E+002, 1.80796E+002, 3.78966E-002, 2.01081E-001, 3.79944E+002, 2.30000E-001, 2.63049E+001, 2.63049E+001, 1.15417E-001, 2.89030E+001, 2.51598E+001, 8.14072E-002, 2.73352E+001, 2.50361E+001
 3.36000E+002, 2.58680E+001, 2.78100E+001, 4.11372E+001, 2.97208E+001, 2.50267E+001, 2.60123E+001, 2.70232E+001, 7.92006E+001, 6.19169E+001, 5.99014E+001, 6.25866E+001, 6.55867E+001, 1.87183E+002, 1.41558E+002, 1.05514E+002, 8.35010E+001, 6.30447E+001, 3.30160E+001, 2.85385E+001, 2.92211E+001, 2.85100E+001, 2.83323E+001, 2.56052E+001, 2.57093E+001, 2.58680E+001, 2.59678E+001, 2.61983E+001, 2.55491E+001, 2.56636E+001, 2.58245E+001, 2.59322E+001, 2.61757E+001, 2.54984E+001, 2.56474E+001, 2.57934E+001, 2.58990E+001, 2.61488E+001, 3.28080E+002, 1.80145E+002, 3.78914E-002, 2.01084E-001, 3.80303E+002, 2.30000E-001, 2.63140E+001, 2.63140E+001, 1.12048E-001, 2.86889E+001, 2.51601E+001, 6.95667E-002, 2.72871E+001, 2.50353E+001
 3.37002E+002, 2.58765E+001, 2.77856E+001, 4.12337E+001, 3.01421E+001, 2.50266E+001, 2.62847E+001, 2.68451E+001, 7.95652E+001, 6.13996E+001, 5.91362E+001, 6.18119E+001, 6.49650E+001, 1.86239E+002, 1.38705E+002, 1.02493E+002, 8.20978E+001, 6.26812E+001, 3.27636E+001, 2.87961E+001, 2.91609E+001, 2.91712E+001, 2.88816E+001, 2.56094E+001, 2.57152E+001, 2.58765E+001, 2.59805E+001, 2.62076E+001, 2.55552E+001, 2.56711E+001, 2.58282E+001, 2.59321E+001, 2.61758E+001, 2.55050E+001, 2.56562E+001, 2.57966E+001, 2.58993E+001, 2.61615E+001, 3.23535E+002, 1.79578E+002, 3.78834E-002, 2.01126E-001, 3.80540E+002, 2.30000E-001, 2.63107E+001, 2.63107E+001, 1.14628E-001, 2.87731E+001, 2.51604E+001, 6.76266E-002, 2.75749E+001, 2.50350E+001
 3.38002E+002, 2.58698E+001, 2.78312E+001, 4.13071E+001, 3.02156E+001, 2.50267E+001, 2.61280E+001, 2.72489E+001, 7.79517E+001, 6.04547E+001, 5.78530E+001, 5.95967E+001, 6.33533E+001, 1.85888E+002, 1.42660E+002, 1.07111E+002, 8.61016E+001, 6.48170E+001, 3.27850E+001, 2.84950E+001, 2.90676E+001, 2.86320E+001, 2.85388E+001, 2.56198E+001, 2.57251E+001, 2.58698E+001, 2.59642E+001, 2.62108E+001, 2.55602E+001, 2.56784E+001, 2.58287E+001, 2.59316E+001, 2.61913E+001, 2.55091E+001, 2.56626E+001, 2.57989E+001, 2.59011E+001, 2.61753E+001, 3.22329E+002, 1.79766E+002, 3.78958E-002, 2.01096E-001, 3.80933E+002, 2.30000E-001, 2.63186E+001, 2.63186E+001, 1.14673E-001, 2.87810E+001, 2.51608E+001, 7.16772E-002, 2.76612E+001, 2.50350E+001
 3.39001E+002, 2.58682E+001, 2.77611E+001, 4.16702E+001, 3.02637E+001, 2.50268E+001, 2.58676E+001, 2.80743E+001, 7.92152E+001, 5.99102E+001, 5.64579E+001, 5.94637E+001, 6.32733E+001, 1.88395E+002, 1.42995E+002, 1.07983E+002, 8.62123E+001, 6.63647E+001, 3.27443E+001, 2.86522E+001, 2.85713E+001, 2.87890E+001, 2.83136E+001, 2.56225E+001, 2.57232E+001, 2.58682E+001, 2.59683E+001, 2.62029E+001, 2.55636E+001, 2.56778E+001, 2.58259E+001, 2.59286E+001, 2.61771E+001, 2.55108E+001, 2.56613E+001, 2.57964E+001, 2.58990E+001, 2.61613E+001, 3.23160E+002, 1.81855E+002, 3.78923E-002, 2.01037E-001, 3.81319E+002, 2.30000E-001, 2.63257E+001, 2.63257E+001, 1.12858E-001, 2.87735E+001, 2.51613E+001, 6.82403E-002, 2.73718E+001, 2.50354E+001
 3.40000E+002, 2.58620E+001, 2.75780E+001, 4.08033E+001, 3.02289E+001, 2.50266E+001, 2.55953E+001, 2.76497E+001, 7.88222E+001, 6.07430E+001, 5.85268E+001, 6.00409E+001, 6.23036E+001, 1.85049E+002, 1.40491E+002, 1.06062E+002, 8.51838E+001, 6.52011E+001, 3.28876E+001, 2.86312E+001, 2.90816E+001, 2.85105E+001, 2.87469E+001, 2.56209E+001, 2.57207E+001, 2.58620E+001, 2.59565E+001, 2.61812E+001, 2.55615E+001, 2.56744E+001, 2.58186E+001, 2.59197E+001, 2.61485E+001, 2.55070E+001, 2.56529E+001, 2.57879E+001, 2.58892E+001, 2.61269E+001, 3.22989E+002, 1.81459E+002, 3.78868E-002, 2.00999E-001, 3.81665E+002, 2.30000E-001, 2.63296E+001, 2.63296E+001, 1.13496E-001, 2.89173E+001, 2.51620E+001, 7.36973E-002, 2.73931E+001, 2.50355E+001
 3.41002E+002, 2.58529E+001, 2.74745E+001, 4.14341E+001, 3.01522E+001, 2.50267E+001, 2.53506E+001, 2.75157E+001, 7.99555E+001, 6.14192E+001, 5.75967E+001, 6.00099E+001, 6.30886E+001, 1.87013E+002, 1.40674E+002, 1.05842E+002, 8.53313E+001, 6.51005E+001, 3.29093E+001, 2.83831E+001, 2.87577E+001, 2.89800E+001, 2.85068E+001, 2.56173E+001, 2.57131E+001, 2.58529E+001, 2.59515E+001, 2.61576E+001, 2.55563E+001, 2.56658E+001, 2.58106E+001, 2.59116E+001, 2.61297E+001, 2.55002E+001, 2.56418E+001, 2.57791E+001, 2.58815E+001, 2.61121E+001, 3.23722E+002, 1.82425E+002, 3.78858E-002, 2.00977E-001, 3.82135E+002, 2.30000E-001, 2.63343E+001, 2.63343E+001, 1.13016E-001, 2.88727E+001, 2.51628E+001, 7.97631E-002, 2.74585E+001, 2.50355E+001
 3.42001E+002, 2.58421E+001, 2.75232E+001, 4.17952E+001, 3.01970E+001, 2.50271E+001, 2.53529E+001, 2.75242E+001, 7.93930E+001, 6.11169E+001, 5.92404E+001, 6.17380E+001, 6.46885E+001, 1.84265E+002, 1.40883E+002, 1.05351E+002, 8.48256E+001, 6.30127E+001, 3.34508E+001, 2.84565E+001, 2.85829E+001, 2.83416E+001, 2.81163E+001, 2.56103E+001, 2.57021E+001, 2.58421E+001, 2.59438E+001, 2.61607E+001, 2.55513E+001, 2.56581E+001, 2.58053E+001, 2.59103E+001, 2.61383E+001, 2.54971E+001, 2.56371E+001, 2.57765E+001, 2.58824E+001, 2.61221E+001, 3.23527E+002, 1.82930E+002, 3.78874E-002, 2.00984E-001, 3.82603E+002, 2.30000E-001, 2.63272E+001, 2.63272E+001, 1.14266E-001, 2.88907E+001, 2.51635E+001, 8.17166E-002, 2.74298E+001, 2.50362E+001
 3.43002E+002, 2.58482E+001, 2.76092E+001, 4.11169E+001, 3.01652E+001, 2.50276E+001, 2.53751E+001, 2.74070E+001, 8.10704E+001, 6.18433E+001, 5.84695E+001, 6.07639E+001, 6.32902E+001, 1.84968E+002, 1.37065E+002, 1.01395E+002, 8.05418E+001, 6.31727E+001, 3.34276E+001, 2.86724E+001, 2.87152E+001, 2.87847E+001, 2.84611E+001, 2.56111E+001, 2.57043E+001, 2.58482E+001, 2.59561E+001, 2.61823E+001, 2.55521E+001, 2.56598E+001, 2.58102E+001, 2.59180E+001, 2.61554E+001, 2.55000E+001, 2.56422E+001, 2.57822E+001, 2.58900E+001, 2.61363E+001, 3.24191E+002, 1.79723E+002, 3.78847E-002, 2.01044E-001, 3.83042E+002, 2.30000E-001, 2.63269E+001, 2.63269E+001, 1.15454E-001, 2.88049E+001, 2.51638E+001, 8.02805E-002, 2.72213E+001, 2.50368E+001
 3.44000E+002, 2.58562E+001, 2.76620E+001, 4.22536E+001, 3.04739E+001, 2.50280E+001, 2.55919E+001, 2.72591E+001, 7.90078E+001, 6.14858E+001, 5.91271E+001, 6.07437E+001, 6.35237E+001, 1.83351E+002, 1.37762E+002, 1.02128E+002, 8.22055E+001, 6.32562E+001, 3.39263E+001, 2.87204E+001, 2.87213E+001, 2.91259E+001, 2.85136E+001, 2.56174E+001, 2.57115E+001, 2.58562E+001, 2.59682E+001, 2.61910E+001, 2.55571E+001, 2.56677E+001, 2.58176E+001, 2.59261E+001, 2.61650E+001, 2.55052E+001, 2.56489E+001, 2.57888E+001, 2.58955E+001, 2.61413E+001, 3.24005E+002, 1.81159E+002, 3.78794E-002, 2.00967E-001, 3.83474E+002, 2.30000E-001, 2.63285E+001, 2.63285E+001, 1.15582E-001, 2.88218E+001, 2.51637E+001, 8.49542E-002, 2.74583E+001, 2.50367E+001
 3.45000E+002, 2.58588E+001, 2.77547E+001, 4.16450E+001, 3.03987E+001, 2.50282E+001, 2.58473E+001, 2.64619E+001, 8.04546E+001, 6.09540E+001, 5.76371E+001, 5.97217E+001, 6.22482E+001, 1.86667E+002, 1.38456E+002, 1.03165E+002, 8.10677E+001, 6.18202E+001, 3.42330E+001, 2.93824E+001, 2.87205E+001, 2.88115E+001, 2.85207E+001, 2.56239E+001, 2.57158E+001, 2.58588E+001, 2.59654E+001, 2.62099E+001, 2.55609E+001, 2.56715E+001, 2.58205E+001, 2.59292E+001, 2.61745E+001, 2.55090E+001, 2.56525E+001, 2.57914E+001, 2.58970E+001, 2.61479E+001, 3.24964E+002, 1.80287E+002, 3.78908E-002, 2.00942E-001, 3.83927E+002, 2.30000E-001, 2.63349E+001, 2.63349E+001, 1.15954E-001, 2.88678E+001, 2.51637E+001, 7.83713E-002, 2.74169E+001, 2.50364E+001
 3.46001E+002, 2.58610E+001, 2.77301E+001, 4.13654E+001, 3.05093E+001, 2.50284E+001, 2.62553E+001, 2.64680E+001, 7.85466E+001, 6.15898E+001, 5.86840E+001, 5.99866E+001, 6.18149E+001, 1.86815E+002, 1.39378E+002, 1.03679E+002, 8.23654E+001, 6.38574E+001, 3.40354E+001, 2.92483E+001, 2.93170E+001, 2.88814E+001, 3.06671E+001, 2.56268E+001, 2.57185E+001, 2.58610E+001, 2.59745E+001, 2.62516E+001, 2.55638E+001, 2.56729E+001, 2.58210E+001, 2.59279E+001, 2.61800E+001, 2.55106E+001, 2.56531E+001, 2.57911E+001, 2.58964E+001, 2.61529E+001, 3.23804E+002, 1.80573E+002, 3.78806E-002, 2.00928E-001, 3.84405E+002, 2.30000E-001, 2.63335E+001, 2.63335E+001, 1.17250E-001, 2.89837E+001, 2.51637E+001, 6.85196E-002, 2.73594E+001, 2.50359E+001
 3.47001E+002, 2.58641E+001, 2.76793E+001, 4.15079E+001, 3.05903E+001, 2.50285E+001, 2.72336E+001, 2.75037E+001, 7.88083E+001, 5.99944E+001, 5.82824E+001, 6.08667E+001, 6.27400E+001, 1.86422E+002, 1.38945E+002, 1.01851E+002, 8.08036E+001, 6.19482E+001, 3.40886E+001, 2.92177E+001, 2.93769E+001, 2.91561E+001, 2.94571E+001, 2.56260E+001, 2.57198E+001, 2.58641E+001, 2.59769E+001, 2.62155E+001, 2.55644E+001, 2.56745E+001, 2.58220E+001, 2.59275E+001, 2.61746E+001, 2.55102E+001, 2.56514E+001, 2.57898E+001, 2.58954E+001, 2.61511E+001, 3.24175E+002, 1.82506E+002, 3.78977E-002, 2.00849E-001, 3.84935E+002, 2.30000E-001, 2.63399E+001, 2.63399E+001, 1.13912E-001, 2.88917E+001, 2.51641E+001, 7.08750E-002, 2.73919E+001, 2.50362E+001
